合约代码,更新时间,最新价,成交量,买价一,买量一,卖价一,卖量一,持仓量,换手率
TF1706,05:34.5,99.24,4265,99.24,1,99.245,4,15875,4.23E+09
TF1706,05:35.0,99.24,4266,99.24,1,99.245,4,15875,4.24E+09
TF1706,05:35.5,99.24,4267,99.235,15,99.245,4,15875,4.24E+09
TF1706,05:36.0,99.24,4267,99.235,12,99.245,4,15875,4.24E+09
TF1706,05:36.5,99.24,4267,99.235,12,99.24,1,15875,4.24E+09
TF1706,05:37.0,99.24,4267,99.235,12,99.24,2,15875,4.24E+09
TF1706,05:37.5,99.24,4269,99.235,12,99.24,4,15875,4.24E+09
TF1706,05:38.0,99.24,4269,99.235,12,99.245,4,15875,4.24E+09
TF1706,05:38.5,99.24,4269,99.235,12,99.245,6,15875,4.24E+09
TF1706,05:39.5,99.24,4269,99.235,12,99.245,6,15875,4.24E+09
TF1706,05:40.5,99.24,4269,99.235,12,99.245,6,15875,4.24E+09
TF1706,05:45.5,99.24,4269,99.235,12,99.245,6,15875,4.24E+09
TF1706,05:47.0,99.235,4270,99.235,11,99.245,6,15875,4.24E+09
TF1706,05:47.5,99.235,4270,99.235,11,99.24,1,15875,4.24E+09
TF1706,05:48.0,99.235,4271,99.235,10,99.24,1,15876,4.24E+09
TF1706,05:48.5,99.235,4271,99.235,13,99.24,2,15876,4.24E+09
TF1706,05:51.5,99.235,4272,99.235,12,99.24,3,15877,4.24E+09
TF1706,05:54.5,99.235,4272,99.235,9,99.24,4,15877,4.24E+09
TF1706,05:55.0,99.24,4275,99.235,9,99.24,1,15877,4.24E+09
TF1706,05:56.0,99.24,4275,99.235,9,99.245,6,15877,4.24E+09
TF1706,05:58.5,99.24,4275,99.24,3,99.245,6,15877,4.24E+09
TF1706,05:59.0,99.235,4279,99.235,8,99.24,5,15875,4.25E+09
TF1706,05:59.5,99.235,4281,99.235,6,99.24,5,15875,4.25E+09
TF1706,06:00.0,99.235,4281,99.235,6,99.24,9,15875,4.25E+09
TF1706,06:00.5,99.235,4284,99.235,3,99.24,9,15878,4.25E+09
TF1706,06:01.0,99.235,4287,99.23,3,99.24,9,15878,4.26E+09
TF1706,06:01.5,99.235,4287,99.23,3,99.24,9,15878,4.26E+09
TF1706,06:02.0,99.235,4287,99.23,3,99.235,1,15878,4.26E+09
TF1706,06:02.5,99.23,4290,99.225,6,99.235,3,15881,4.26E+09
TF1706,06:03.0,99.23,4290,99.225,6,99.235,3,15881,4.26E+09
TF1706,06:04.0,99.23,4290,99.225,6,99.235,7,15881,4.26E+09
TF1706,06:04.5,99.23,4290,99.225,6,99.235,3,15881,4.26E+09
TF1706,06:05.0,99.23,4290,99.225,6,99.235,3,15881,4.26E+09
TF1706,06:05.5,99.23,4294,99.23,5,99.24,2,15880,4.26E+09
TF1706,06:06.0,99.23,4294,99.23,3,99.24,6,15880,4.26E+09
TF1706,06:06.5,99.23,4294,99.23,4,99.24,6,15880,4.26E+09
TF1706,06:07.0,99.23,4294,99.23,4,99.24,7,15880,4.26E+09
TF1706,06:08.0,99.23,4294,99.23,3,99.24,7,15880,4.26E+09
TF1706,06:08.5,99.23,4294,99.23,4,99.24,7,15880,4.26E+09
TF1706,06:09.0,99.23,4294,99.23,4,99.24,7,15880,4.26E+09
TF1706,06:11.0,99.23,4294,99.23,4,99.24,8,15880,4.26E+09
TF1706,06:11.5,99.23,4294,99.23,4,99.24,8,15880,4.26E+09
TF1706,06:12.0,99.24,4298,99.23,4,99.24,4,15882,4.27E+09
TF1706,06:12.5,99.24,4298,99.235,1,99.24,2,15882,4.27E+09
TF1706,06:13.0,99.24,4298,99.235,2,99.24,2,15882,4.27E+09
TF1706,06:13.5,99.24,4298,99.235,3,99.24,2,15882,4.27E+09
TF1706,06:14.0,99.24,4298,99.235,3,99.24,2,15882,4.27E+09
TF1706,06:16.5,99.24,4300,99.24,2,99.245,2,15882,4.27E+09
TF1706,06:17.0,99.24,4300,99.24,2,99.245,2,15882,4.27E+09
TF1706,06:17.5,99.24,4300,99.24,2,99.245,2,15882,4.27E+09
TF1706,06:19.5,99.24,4300,99.24,2,99.245,2,15882,4.27E+09
TF1706,06:20.5,99.24,4300,99.24,2,99.245,1,15882,4.27E+09
TF1706,06:21.0,99.24,4302,99.235,3,99.245,1,15882,4.27E+09
TF1706,06:21.5,99.24,4302,99.235,3,99.245,5,15882,4.27E+09
TF1706,06:22.0,99.24,4302,99.235,3,99.245,1,15882,4.27E+09
TF1706,06:22.5,99.24,4302,99.24,1,99.245,1,15882,4.27E+09
TF1706,06:23.0,99.24,4302,99.24,2,99.245,5,15882,4.27E+09
TF1706,06:24.5,99.24,4302,99.24,2,99.245,1,15882,4.27E+09
TF1706,06:25.0,99.24,4302,99.24,2,99.245,1,15882,4.27E+09
TF1706,06:25.5,99.24,4302,99.24,2,99.245,1,15882,4.27E+09
TF1706,06:26.0,99.24,4302,99.24,2,99.245,1,15882,4.27E+09
TF1706,06:26.5,99.245,4304,99.24,3,99.245,3,15881,4.27E+09
TF1706,06:27.0,99.245,4304,99.24,2,99.255,4,15881,4.27E+09
TF1706,06:27.5,99.245,4304,99.24,2,99.25,3,15881,4.27E+09
TF1706,06:28.0,99.245,4304,99.24,2,99.25,4,15881,4.27E+09
TF1706,06:34.5,99.245,4304,99.24,2,99.25,4,15881,4.27E+09
TF1706,06:36.0,99.245,4304,99.24,2,99.25,4,15881,4.27E+09
TF1706,06:37.0,99.24,4305,99.24,1,99.25,4,15882,4.27E+09
TF1706,06:38.0,99.24,4305,99.24,1,99.25,4,15882,4.27E+09
TF1706,06:39.5,99.24,4305,99.24,1,99.25,4,15882,4.27E+09
TF1706,06:45.0,99.24,4305,99.24,1,99.25,4,15882,4.27E+09
TF1706,06:47.0,99.24,4305,99.24,2,99.25,4,15882,4.27E+09
TF1706,06:48.0,99.24,4305,99.245,9,99.25,4,15882,4.27E+09
TF1706,06:48.5,99.24,4305,99.245,9,99.25,4,15882,4.27E+09
TF1706,06:49.0,99.24,4305,99.245,9,99.25,3,15882,4.27E+09
TF1706,06:53.0,99.24,4305,99.245,9,99.25,1,15882,4.27E+09
TF1706,06:53.5,99.245,4315,99.24,2,99.255,4,15882,4.28E+09
TF1706,06:54.0,99.245,4315,99.24,2,99.25,1,15882,4.28E+09
TF1706,06:54.5,99.245,4315,99.24,2,99.25,2,15882,4.28E+09
TF1706,06:59.5,99.245,4315,99.24,2,99.25,2,15882,4.28E+09
TF1706,07:03.0,99.24,4317,99.235,25,99.25,5,15881,4.29E+09
TF1706,07:03.5,99.24,4317,99.24,1,99.245,7,15881,4.29E+09
TF1706,07:04.0,99.245,4318,99.24,1,99.245,8,15882,4.29E+09
TF1706,07:04.5,99.245,4318,99.24,1,99.245,8,15882,4.29E+09
TF1706,07:05.0,99.245,4318,99.24,1,99.245,1,15882,4.29E+09
TF1706,07:11.0,99.245,4318,99.24,2,99.245,1,15882,4.29E+09
TF1706,07:16.0,99.245,4318,99.24,3,99.25,3,15882,4.29E+09
TF1706,07:16.5,99.245,4318,99.24,3,99.25,3,15882,4.29E+09
TF1706,07:27.0,99.245,4318,99.24,3,99.25,3,15882,4.29E+09
TF1706,07:28.0,99.245,4318,99.24,3,99.25,3,15882,4.29E+09
TF1706,07:28.5,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:34.5,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:35.5,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:36.0,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:39.0,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:44.0,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:47.0,99.245,4318,99.245,6,99.25,3,15882,4.29E+09
TF1706,07:53.0,99.245,4318,99.24,4,99.25,3,15882,4.29E+09
TF1706,07:55.5,99.245,4318,99.24,57,99.25,3,15882,4.29E+09
TF1706,07:56.0,99.245,4318,99.245,8,99.25,3,15882,4.29E+09
TF1706,07:56.5,99.245,4318,99.245,7,99.25,3,15882,4.29E+09
TF1706,08:02.0,99.245,4318,99.245,4,99.25,3,15882,4.29E+09
TF1706,08:02.5,99.245,4318,99.245,1,99.25,3,15882,4.29E+09
TF1706,08:05.0,99.245,4318,99.245,7,99.25,3,15882,4.29E+09
TF1706,08:05.5,99.245,4319,99.245,7,99.25,2,15881,4.29E+09
TF1706,08:06.0,99.245,4319,99.245,7,99.25,2,15881,4.29E+09
TF1706,08:11.0,99.245,4319,99.245,1,99.25,2,15881,4.29E+09
TF1706,08:13.5,99.245,4320,99.24,57,99.245,2,15882,4.29E+09
TF1706,08:14.0,99.245,4322,99.245,15,99.25,2,15882,4.29E+09
TF1706,08:14.5,99.245,4322,99.245,10,99.25,2,15882,4.29E+09
TF1706,08:15.0,99.245,4322,99.245,10,99.25,1,15882,4.29E+09
TF1706,08:15.5,99.245,4322,99.245,10,99.25,1,15882,4.29E+09
TF1706,08:16.0,99.245,4322,99.245,8,99.25,1,15882,4.29E+09
TF1706,08:17.5,99.245,4330,99.24,57,99.245,2,15883,4.30E+09
TF1706,08:18.0,99.245,4330,99.24,57,99.245,7,15883,4.30E+09
TF1706,08:18.5,99.24,4333,99.24,54,99.245,7,15881,4.30E+09
TF1706,08:19.5,99.24,4333,99.24,54,99.245,2,15881,4.30E+09
TF1706,08:21.5,99.245,4335,99.24,54,99.25,2,15883,4.30E+09
TF1706,08:22.0,99.245,4335,99.24,54,99.245,5,15883,4.30E+09
TF1706,08:22.5,99.245,4335,99.24,54,99.245,5,15883,4.30E+09
TF1706,08:27.5,99.245,4335,99.24,54,99.245,5,15883,4.30E+09
TF1706,08:29.0,99.245,4335,99.24,54,99.245,5,15883,4.30E+09
TF1706,08:32.5,99.245,4335,99.24,54,99.25,3,15883,4.30E+09
TF1706,08:33.0,99.245,4335,99.24,54,99.25,3,15883,4.30E+09
TF1706,08:34.5,99.245,4335,99.24,54,99.25,3,15883,4.30E+09
TF1706,08:36.0,99.245,4335,99.24,54,99.25,3,15883,4.30E+09
TF1706,08:39.5,99.245,4335,99.24,54,99.25,3,15883,4.30E+09
TF1706,08:40.0,99.245,4335,99.24,34,99.25,3,15883,4.30E+09
TF1706,08:41.5,99.245,4335,99.24,34,99.245,5,15883,4.30E+09
TF1706,08:42.0,99.245,4335,99.24,34,99.25,3,15883,4.30E+09
TF1706,08:42.5,99.245,4335,99.24,34,99.25,3,15883,4.30E+09
